,FactGLTranID,JournalID,GLTranDescription,GLTranAmount,GLTranDate,GLAcctNum,GLAcctName,Statement,Category,Subcategory,StoreNum,StoreName,ManagerID,PreviousManagerID,ContactTel,AddressLine1,AddressLine2,ZipCode,RegionNum,RegionName,SalesRegionName,LastRefreshDate
3295,3296,1030,Inventory Sold - 600,-75012.0,2019-12-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3296,3297,915,Inventory Sold - 600,-60048.0,2020-01-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3297,3298,351,Inventory Sold - 600,-60905.829,2020-02-29,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3298,3299,345,Inventory Sold - 600,-60029.486,2020-03-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3299,3300,1456,Inventory Sold - 600,-60452.229,2020-04-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3300,3301,1252,Inventory Sold - 600,-68484.343,2020-05-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3301,3302,1846,Inventory Sold - 600,-76939.2,2020-06-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3302,3303,1193,Inventory Sold - 600,-75114.0,2020-07-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3303,3304,600,Inventory Sold - 600,-70161.429,2020-08-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3304,3305,610,Inventory Sold - 600,-71812.286,2020-09-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3305,3306,890,Inventory Sold - 600,-58605.429,2020-10-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3306,3307,1677,Inventory Sold - 600,-77482.286,2020-11-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3307,3308,1697,Inventory Sold - 600,-93362.143,2020-12-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3308,3309,99,Inventory Sold - 600,-59702.4,2021-01-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3309,3310,1680,Inventory Sold - 600,-60555.291,2021-02-28,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3310,3311,503,Inventory Sold - 600,-60555.291,2021-03-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3311,3312,1156,Inventory Sold - 600,-60452.229,2021-04-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3312,3313,709,Inventory Sold - 600,-67484.571,2021-05-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3313,3314,771,Inventory Sold - 600,-74692.8,2021-06-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3314,3315,172,Inventory Sold - 600,-74001.2,2021-07-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3315,3316,726,Inventory Sold - 600,-69122.0,2021-08-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3316,3317,1194,Inventory Sold - 600,-70748.4,2021-09-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3317,3318,65,Inventory Sold - 600,-57737.2,2021-10-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3318,3319,1624,Inventory Sold - 600,-78630.171,2021-11-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3319,3320,662,Inventory Sold - 600,-95665.143,2021-12-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3320,3321,549,Inventory Sold - 800,-35276.8,2019-01-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3321,3322,1596,Inventory Sold - 800,-35780.754,2019-02-28,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3322,3323,1411,Inventory Sold - 800,-35780.754,2019-03-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3323,3324,461,Inventory Sold - 800,-36032.731,2019-04-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3324,3325,53,Inventory Sold - 800,-40820.297,2019-05-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3325,3326,1613,Inventory Sold - 800,-46576.4,2019-06-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3326,3327,1152,Inventory Sold - 800,-47919.95,2019-07-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3327,3328,1092,Inventory Sold - 800,-44760.393,2019-08-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3328,3329,1384,Inventory Sold - 800,-45813.579,2019-09-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3329,3330,360,Inventory Sold - 800,-37388.093,2019-10-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3330,3331,1408,Inventory Sold - 800,-48973.136,2019-11-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3331,3332,1030,Inventory Sold - 800,-48574.5,2019-12-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3332,3333,915,Inventory Sold - 800,-38923.2,2020-01-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3333,3334,351,Inventory Sold - 800,-39479.246,2020-02-29,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3334,3335,345,Inventory Sold - 800,-38898.669,2020-03-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3335,3336,1456,Inventory Sold - 800,-39172.603,2020-04-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3336,3337,1252,Inventory Sold - 800,-44377.354,2020-05-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3337,3338,1846,Inventory Sold - 800,-49856.04,2020-06-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3338,3339,1193,Inventory Sold - 800,-48657.18,2020-07-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3339,3340,600,Inventory Sold - 800,-45449.014,2020-08-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3340,3341,610,Inventory Sold - 800,-46518.403,2020-09-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3341,3342,890,Inventory Sold - 800,-37963.294,2020-10-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3342,3343,1677,Inventory Sold - 800,-50191.303,2020-11-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3343,3344,1697,Inventory Sold - 800,-60477.921,2020-12-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3344,3345,99,Inventory Sold - 800,-38694.24,2021-01-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3345,3346,1680,Inventory Sold - 800,-39247.015,2021-02-28,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3346,3347,503,Inventory Sold - 800,-39247.015,2021-03-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3347,3348,1156,Inventory Sold - 800,-39172.603,2021-04-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3348,3349,709,Inventory Sold - 800,-43715.006,2021-05-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3349,3350,771,Inventory Sold - 800,-48367.8,2021-06-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3350,3351,172,Inventory Sold - 800,-47919.95,2021-07-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3351,3352,726,Inventory Sold - 800,-44760.393,2021-08-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3352,3353,1194,Inventory Sold - 800,-45813.579,2021-09-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3353,3354,65,Inventory Sold - 800,-37388.093,2021-10-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3354,3355,1624,Inventory Sold - 800,-50951.777,2021-11-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3355,3356,662,Inventory Sold - 800,-61990.314,2021-12-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3356,3357,1526,Sales Revenue - 100,-82160.0,2019-01-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3357,3358,597,Sales Revenue - 100,-83333.714,2019-02-28,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3358,3359,1552,Sales Revenue - 100,-83333.714,2019-03-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3359,3360,1226,Sales Revenue - 100,-83920.571,2019-04-30,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3360,3361,844,Sales Revenue - 100,-95070.857,2019-05-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3361,3362,816,Sales Revenue - 100,-106808.0,2019-06-30,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3362,3363,105,Sales Revenue - 100,-109889.0,2019-07-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3363,3364,241,Sales Revenue - 100,-102643.571,2019-08-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3364,3365,1120,Sales Revenue - 100,-105058.714,2019-09-30,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3365,3366,1249,Sales Revenue - 100,-85737.571,2019-10-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3366,3367,140,Sales Revenue - 100,-112304.143,2019-11-30,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3367,3368,173,Sales Revenue - 100,-111390.0,2019-12-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3368,3369,1497,Sales Revenue - 100,-85320.0,2020-01-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3369,3370,1474,Sales Revenue - 100,-86538.857,2020-02-29,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3370,3371,938,Sales Revenue - 100,-86538.857,2020-03-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3371,3372,1136,Sales Revenue - 100,-87148.286,2020-04-30,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3372,3373,1700,Sales Revenue - 100,-98727.429,2020-05-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3373,3374,567,Sales Revenue - 100,-110916.0,2020-06-30,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3374,3375,1625,Sales Revenue - 100,-109889.0,2020-07-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3375,3376,400,Sales Revenue - 100,-102643.571,2020-08-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3376,3377,1747,Sales Revenue - 100,-105058.714,2020-09-30,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3377,3378,1420,Sales Revenue - 100,-85737.571,2020-10-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3378,3379,895,Sales Revenue - 100,-113353.714,2020-11-30,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3379,3380,594,Sales Revenue - 100,-136585.357,2020-12-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3380,3381,976,Sales Revenue - 100,-85320.0,2021-01-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3381,3382,573,Sales Revenue - 100,-86538.857,2021-02-28,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3382,3383,1871,Sales Revenue - 100,-86538.857,2021-03-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3383,3384,738,Sales Revenue - 100,-87148.286,2021-04-30,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3384,3385,1500,Sales Revenue - 100,-98727.429,2021-05-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3385,3386,151,Sales Revenue - 100,-110916.0,2021-06-30,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3386,3387,1199,Sales Revenue - 100,-109889.0,2021-07-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3387,3388,1593,Sales Revenue - 100,-102643.571,2021-08-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3388,3389,607,Sales Revenue - 100,-105058.714,2021-09-30,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3389,3390,981,Sales Revenue - 100,-85737.571,2021-10-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3390,3391,462,Sales Revenue - 100,-113353.714,2021-11-30,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3391,3392,1567,Sales Revenue - 100,-137911.429,2021-12-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3392,3393,1526,Sales Revenue - 200,-114400.0,2019-01-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3393,3394,597,Sales Revenue - 200,-129316.252,2019-02-28,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3394,3395,1552,Sales Revenue - 200,-128579.789,2019-03-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3395,3396,1226,Sales Revenue - 200,-121671.791,2019-04-30,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3396,3397,844,Sales Revenue - 200,-127276.721,2019-05-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3397,3398,816,Sales Revenue - 200,-107349.787,2019-06-30,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3398,3399,105,Sales Revenue - 200,-137604.435,2019-07-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3399,3400,241,Sales Revenue - 200,-107039.966,2019-08-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3400,3401,1120,Sales Revenue - 200,-133969.985,2019-09-30,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3401,3402,1249,Sales Revenue - 200,-108742.575,2019-10-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3402,3403,140,Sales Revenue - 200,-112424.459,2019-11-30,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3403,3404,173,Sales Revenue - 200,-78643.135,2019-12-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
3404,3405,1497,Sales Revenue - 200,-118800.0,2020-01-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11.0,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2023-04-11 02:41:08.827
